product_name,product_id,description
Men's Originals Team Court Shoes,EF6049,"True to '80s workout designs, these men's shoes offer a simple low profile and a classic rubber cupsole. Screenprinted logos on the tongue and heel add a modern note to the clean lines. The leather upper gives these shoes a soft, smooth feel."
Men's adidas Originals Drop Step Shoes,EF7141,"Lace 'em up, lace 'em down. The mid-cut adidas Drop Step Shoes boast pure '80s basketball DNA and funky-fresh streetwise style. Don't blink. The padded leather upper flashes brilliant metallic accents."
Men's adidas Originals Drop Step Shoes,EF7140,"Lace 'em up, lace 'em down. The mid-cut adidas Drop Step Shoes boast pure '80s basketball DNA and funky-fresh streetwise style. Don't blink. The padded leather upper flashes brilliant metallic accents."
Unisex adidas ORIGINALS KIEL SHOES,CQ1091,The adidas Originals Kiel unisex shoes offer perfect functionality along with style. Seamless Textile upper provides you comfort whereas the Vulcanized rubber outsole gives optimum Traction. They come in a sleek design with stitched 3-Stripes on the sides.
Men's Originals Drop Step Shoes,EF7134,"Lace 'em up, lace 'em down. The mid-cut adidas Drop Step Shoes boast pure '80s basketball DNA and funky-fresh streetwise style. Don't blink. The padded leather upper flashes brilliant metallic accents."
Men's adidas Sports Inspired Lite Racer 2.0 Shoes,EH1097,The ultra-lightweight build of these shoes takes a running-inspired style to the streets. A breathable mesh upper gives you lasting comfort and a soft midsole cushions each step. Seamless 3-Stripes flash your adidas pride.
Men's adidas Originals Supercourt Shoes,FV4656,"Effortless and cool, just like you. A culmination of a 40-year court archive, the adidas Supercourt Shoes give your sweats an instant upgrade and put heritage style in every step. What's new: The faux nubuck upper and fleece lining keep your feet warmer than ever before."
Women's adidas Running SenseBoost GO Shoes,G26947,"Designed for the ever-changing urban landscape, these running shoes have a lightweight knit upper that follows the natural movement of your stride. The wide platform provides support for lateral movement, and responsive cushioning returns energy with every step."
Women's adidas Running Adizero Boston 8 Shoes,F34060,"These women's race-ready shoes deliver maximum comfort from the starting gun to the finish line. Ideal for long-distance training, they feature responsive Boost cushioning for the highest level of energy return. A stability rail helps guide your stride, and the engineered mesh upper locks down your heel and midfoot for a secure fit. The rubber Stretchweb outsole is inspired by adidas' fastest running shoe for a smooth, flexible ride."
Women's adidas Running SenseBoost GO Shoes,G26944,"Designed for the ever-changing urban landscape, these running shoes have a lightweight knit upper that follows the natural movement of your stride. The wide platform provides support for lateral movement, and responsive cushioning returns energy with every step."
Men's adidas Running Universal Works Ultraboost 19 Shoes,EG5185,"Created by designer David Keyte, Universal Works takes inspiration from workwear, sportswear and touchstones of English culture to create a mature, refined expression of British style. An avid runner, Keyte has collaborated with adidas on garments inspired by running in England's cold and wet winter months. These shoes combine comfort and performance with a seamless adidas Primeknit 360 upper engineered to stretch and support your foot. Optimized Boost maximizes energy return, and a 3D heel frame gives a locked-down fit for natural heel movement."
Men's adidas Running Universal Works Ultraboost 19 Shoes,EG5188,"Created by designer David Keyte, Universal Works takes inspiration from workwear, sportswear and touchstones of English culture to create a mature, refined expression of British style. An avid runner, Keyte has collaborated with adidas on garments inspired by running in England's cold and wet winter months. These shoes combine comfort and performance with a seamless adidas Primeknit 360 upper engineered to stretch and support your foot. Optimized Boost maximizes energy return, and a 3D heel frame gives a locked-down fit for natural heel movement."
Men's adidas Originals Superstar MG Shoes,FV3029,"An icon for half a century, the adidas Superstar shoe has been shaped on streets, stages and the hardwood. By the people who wear it, and by the world they find themselves in. It has spanned generations and broken boundaries. These adidas Superstar MG Shoes shake things up. You could say it's a tradition. They now have a distinctive, high-walled rubber mud guard. The unmistakable rubber shell toe roots them in history."
Men's adidas Originals Supercourt Shoes,FV4658,"Effortless and cool, just like you. A culmination of a 40-year court archive, the adidas Supercourt Shoes give your sweats an instant upgrade and put heritage style in every step. What's new: The faux nubuck upper and fleece lining keep your feet warmer than ever before."
Men's adidas Running Jerzo Shoes,CM4831,These men's running shoes keep you comfortable so you stay focused on your goals. They feature breathable mesh upper with a supportive cage that wraps around the midfoot to give you stability where you need it most and durable Rubber outsole for long-lasting wear.
Men's adidas Originals Deerupt Runner Shoes,EF6270,"Lightweight and collapsible for easy travel, these Deerupt shoes offer a striking signature aesthetic. A net overlay extends from upper to midsole for a textured look. The mesh webbing adds light compression that feels snug and comfortable."
Men's Running Ancho Shoes,CM4705,"A well cushioned shoe with a fresher look that will appeal to young runners. Features Textile-Mesh upper for maximum ventilation, lightstrike IMEVA midsole and durable Rubber outsole for long-lasting wear."
Men's adidas Originals Superstar MG Shoes,FV3031,"The adidas Superstar shoe has spanned generations andhas been embraced by them over the decades. Made their own and then passed down. It has dominated the hardwood and made statements on the streets. And today it once again evolves with these Superstar MG Shoes. A distinctive, high-walled rubber mud guard gives them a fresh take while the unmistakable rubber shell toe grounds them in history."
Men's adidas Originals Swift Run RF Shoes,FV5358,These Swift Run RF Shoes borrow style from the track. They sport a supportive textile upper and lightweight cushioned outsole to keep you comfy no matter what the day throws at you.
MEN'S ADIDAS SPORT INSPIRED CLOUDFOAM LITE RACER SHOES,DB0594,"Move through your day with ease and streamlined style in these running-inspired shoes. The breathable upper is made of sporty closed mesh, while Cloudfoam cushioning provides all-day comfort."
,DA8839,
Unisex adidas Originals Marathon Tech Shoes,G27461,"These shoes follow in the style steps of adidas' first trail shoe, the Marathon TR. The vintage-inspired upper is a mix of breathable mesh and synthetic suede, with iconic 3-Stripes branding. Extra comfort comes from the Boost midsole, which gives durable cushioning."
Men's Running Ancho Shoes,CM4708,"A well cushioned shoe with a fresher look that will appeal to young runners. Features Textile-Mesh upper for maximum ventilation, lightstrike IMEVA midsole and durable Rubber outsole for long-lasting wear."
Men's adidas Sport Inspired VL Court 2.0 Shoes,DA9868,"Tennis-inspired style with a modern look. These shoes offer the premium look of a synthetic leather upper. A rubber cupsole gives comfort and ease to every stride, and stitched-on 3-Stripes add adidas pride."
Men's adidas Sport Inspired Questar Flow Shoes,EE9540,Light on your feet. Ready for the streets. These running-inspired shoes give the textured knit upper a modern edge with floating 3-Stripes integrated into the lacing system. Ultra-soft Cloudfoam cushioning in the one-piece midsole and outsole provides comfort that lasts all day long.
Men's adidas Running Solar Blaze Shoes,DB3483,"Half-marathon or full, when you've locked in your training plan, these running shoes are built to help you meet your goals. With a design inspired by aerospace engineering, the neutral shoes have a mesh upper with stitched-in reinforcement for lightweight support. Flexible cushioning puts a spring in your stride."
